,language,affix,meaning
1482,kar,ksni,POS:nomin|CASE:tran|POSS|PERS_POSS:1|NUMB_POSS:sg|
1483,kar,nani,POS:nomin|CASE:ess|POSS|PERS_POSS:1|NUMB_POSS:sg|
1484,kar,näni,POS:nomin|CASE:ess|POSS|PERS_POSS:1|NUMB_POSS:sg|
1485,kar,ttani,POS:nomin|CASE:abes|POSS|PERS_POSS:1|NUMB_POSS:sg|
1486,kar,ttäni,POS:nomin|CASE:abes|POSS|PERS_POSS:1|NUMB_POSS:sg|
1487,kar,nehni,POS:nomin|CASE:com|POSS|PERS_POSS:1|NUMB_POSS:sg|
1488,kar,tš,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:sg|
1489,kar,loiš,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:sg|
1490,kar,löiš,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:sg|
1491,kar,iš,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:sg|
1492,kar,nš,POS:nomin|CASE:gen|POSS|PERS_POSS:2|NUMB_POSS:sg|
1493,kar,aš,POS:nomin|CASE:par|POSS|PERS_POSS:2|NUMB_POSS:sg|
1494,kar,äš,POS:nomin|CASE:par|POSS|PERS_POSS:2|NUMB_POSS:sg|
1495,kar,taš,POS:nomin|CASE:par|POSS|PERS_POSS:2|NUMB_POSS:sg|
1496,kar,täš,POS:nomin|CASE:par|POSS|PERS_POSS:2|NUMB_POSS:sg|
1497,kar,hšš,POS:nomin|CASE:ill|POSS|PERS_POSS:2|NUMB_POSS:sg|
1498,kar,ššaš,POS:nomin|CASE:ines|POSS|PERS_POSS:2|NUMB_POSS:sg|
1499,kar,ssaš,POS:nomin|CASE:ines|POSS|PERS_POSS:2|NUMB_POSS:sg|
1500,kar,ššäš,POS:nomin|CASE:ines|POSS|PERS_POSS:2|NUMB_POSS:sg|
1501,kar,ssäš,POS:nomin|CASE:ines|POSS|PERS_POSS:2|NUMB_POSS:sg|
1502,kar,štaš,POS:nomin|CASE:elat|POSS|PERS_POSS:2|NUMB_POSS:sg|
1503,kar,štäš,POS:nomin|CASE:elat|POSS|PERS_POSS:2|NUMB_POSS:sg|
1504,kar,staš,POS:nomin|CASE:elat|POSS|PERS_POSS:2|NUMB_POSS:sg|
1505,kar,stäš,POS:nomin|CASE:elat|POSS|PERS_POSS:2|NUMB_POSS:sg|
1506,kar,ltaš,POS:nomin|CASE:abl|POSS|PERS_POSS:2|NUMB_POSS:sg|
1507,kar,ltäš,POS:nomin|CASE:abl|POSS|PERS_POSS:2|NUMB_POSS:sg|
1508,kar,ldaš,POS:nomin|CASE:abl|POSS|PERS_POSS:2|NUMB_POSS:sg|
1509,kar,ldäš,POS:nomin|CASE:abl|POSS|PERS_POSS:2|NUMB_POSS:sg|
1510,kar,llaš,POS:nomin|CASE:alla|POSS|PERS_POSS:2|NUMB_POSS:sg|
1511,kar,llaš,POS:nomin|CASE:ades|POSS|PERS_POSS:2|NUMB_POSS:sg|
1512,kar,lläš,POS:nomin|CASE:alla|POSS|PERS_POSS:2|NUMB_POSS:sg|
1513,kar,lläš,POS:nomin|CASE:ades|POSS|PERS_POSS:2|NUMB_POSS:sg|
1514,kar,kšiš,POS:nomin|CASE:tran|POSS|PERS_POSS:2|NUMB_POSS:sg|
1515,kar,ksiš,POS:nomin|CASE:tran|POSS|PERS_POSS:2|NUMB_POSS:sg|
1516,kar,kseš,POS:nomin|CASE:tran|POSS|PERS_POSS:2|NUMB_POSS:sg|
1517,kar,ksš,POS:nomin|CASE:tran|POSS|PERS_POSS:2|NUMB_POSS:sg|
1518,kar,naš,POS:nomin|CASE:ess|POSS|PERS_POSS:2|NUMB_POSS:sg|
1519,kar,näš,POS:nomin|CASE:ess|POSS|PERS_POSS:2|NUMB_POSS:sg|
1520,kar,ttaš,POS:nomin|CASE:abes|POSS|PERS_POSS:2|NUMB_POSS:sg|
1521,kar,ttäš,POS:nomin|CASE:abes|POSS|PERS_POSS:2|NUMB_POSS:sg|
1522,kar,nehš,POS:nomin|CASE:com|POSS|PERS_POSS:2|NUMB_POSS:sg|
1523,kar,th,POS:nomin|NUMB:pl|POSS|PERS_POSS:3|NUMB_POSS:sg|
1524,kar,th,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:sg|
1525,kar,loih,POS:nomin|NUMB:pl|POSS|PERS_POSS:3|NUMB_POSS:sg|
1526,kar,loih,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:sg|
1527,kar,löih,POS:nomin|NUMB:pl|POSS|PERS_POSS:3|NUMB_POSS:sg|
1528,kar,löih,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:sg|
1529,kar,ih,POS:nomin|NUMB:pl|POSS|PERS_POSS:3|NUMB_POSS:sg|
1530,kar,ih,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:sg|
1531,kar,nh,POS:nomin|CASE:gen|POSS|PERS_POSS:3|NUMB_POSS:sg|
1532,kar,nh,POS:nomin|CASE:gen|POSS|PERS_POSS:2|NUMB_POSS:sg|
1533,kar,ah,POS:nomin|CASE:par|POSS|PERS_POSS:3|NUMB_POSS:sg|
1534,kar,ah,POS:nomin|CASE:par|POSS|PERS_POSS:2|NUMB_POSS:sg|
1535,kar,äh,POS:nomin|CASE:par|POSS|PERS_POSS:3|NUMB_POSS:sg|
1536,kar,äh,POS:nomin|CASE:par|POSS|PERS_POSS:2|NUMB_POSS:sg|
1537,kar,tah,POS:nomin|CASE:par|POSS|PERS_POSS:3|NUMB_POSS:sg|
1538,kar,tah,POS:nomin|CASE:par|POSS|PERS_POSS:2|NUMB_POSS:sg|
1539,kar,täh,POS:nomin|CASE:par|POSS|PERS_POSS:3|NUMB_POSS:sg|
1540,kar,täh,POS:nomin|CASE:par|POSS|PERS_POSS:2|NUMB_POSS:sg|
1541,kar,hšh,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:sg|
1542,kar,hšh,POS:nomin|CASE:ill|POSS|PERS_POSS:2|NUMB_POSS:sg|
1543,kar,ššah,POS:nomin|CASE:ines|POSS|PERS_POSS:3|NUMB_POSS:sg|
1544,kar,ššah,POS:nomin|CASE:ines|POSS|PERS_POSS:2|NUMB_POSS:sg|
1545,kar,ssah,POS:nomin|CASE:ines|POSS|PERS_POSS:3|NUMB_POSS:sg|
1546,kar,ssah,POS:nomin|CASE:ines|POSS|PERS_POSS:2|NUMB_POSS:sg|
1547,kar,ššäh,POS:nomin|CASE:ines|POSS|PERS_POSS:3|NUMB_POSS:sg|
1548,kar,ššäh,POS:nomin|CASE:ines|POSS|PERS_POSS:2|NUMB_POSS:sg|
1549,kar,ssäh,POS:nomin|CASE:ines|POSS|PERS_POSS:3|NUMB_POSS:sg|
1550,kar,ssäh,POS:nomin|CASE:ines|POSS|PERS_POSS:2|NUMB_POSS:sg|
1551,kar,štah,POS:nomin|CASE:elat|POSS|PERS_POSS:3|NUMB_POSS:sg|
1552,kar,štah,POS:nomin|CASE:elat|POSS|PERS_POSS:2|NUMB_POSS:sg|
1553,kar,štäh,POS:nomin|CASE:elat|POSS|PERS_POSS:3|NUMB_POSS:sg|
1554,kar,štäh,POS:nomin|CASE:elat|POSS|PERS_POSS:2|NUMB_POSS:sg|
1555,kar,stah,POS:nomin|CASE:elat|POSS|PERS_POSS:3|NUMB_POSS:sg|
1556,kar,stah,POS:nomin|CASE:elat|POSS|PERS_POSS:2|NUMB_POSS:sg|
1557,kar,stäh,POS:nomin|CASE:elat|POSS|PERS_POSS:3|NUMB_POSS:sg|
1558,kar,stäh,POS:nomin|CASE:elat|POSS|PERS_POSS:2|NUMB_POSS:sg|
1559,kar,ltah,POS:nomin|CASE:abl|POSS|PERS_POSS:3|NUMB_POSS:sg|
1560,kar,ltah,POS:nomin|CASE:abl|POSS|PERS_POSS:2|NUMB_POSS:sg|
1561,kar,ltäh,POS:nomin|CASE:abl|POSS|PERS_POSS:3|NUMB_POSS:sg|
1562,kar,ltäh,POS:nomin|CASE:abl|POSS|PERS_POSS:2|NUMB_POSS:sg|
1563,kar,ldah,POS:nomin|CASE:abl|POSS|PERS_POSS:3|NUMB_POSS:sg|
1564,kar,ldah,POS:nomin|CASE:abl|POSS|PERS_POSS:2|NUMB_POSS:sg|
1565,kar,ldäh,POS:nomin|CASE:abl|POSS|PERS_POSS:3|NUMB_POSS:sg|
1566,kar,ldäh,POS:nomin|CASE:abl|POSS|PERS_POSS:2|NUMB_POSS:sg|
1567,kar,llah,POS:nomin|CASE:alla|POSS|PERS_POSS:3|NUMB_POSS:sg|
1568,kar,llah,POS:nomin|CASE:ades|POSS|PERS_POSS:3|NUMB_POSS:sg|
1569,kar,llah,POS:nomin|CASE:alla|POSS|PERS_POSS:2|NUMB_POSS:sg|
1570,kar,llah,POS:nomin|CASE:ades|POSS|PERS_POSS:2|NUMB_POSS:sg|
1571,kar,lläh,POS:nomin|CASE:alla|POSS|PERS_POSS:3|NUMB_POSS:sg|
1572,kar,lläh,POS:nomin|CASE:ades|POSS|PERS_POSS:3|NUMB_POSS:sg|
1573,kar,lläh,POS:nomin|CASE:alla|POSS|PERS_POSS:2|NUMB_POSS:sg|
1574,kar,lläh,POS:nomin|CASE:ades|POSS|PERS_POSS:2|NUMB_POSS:sg|
1575,kar,kših,POS:nomin|CASE:tran|POSS|PERS_POSS:3|NUMB_POSS:sg|
1576,kar,kših,POS:nomin|CASE:tran|POSS|PERS_POSS:2|NUMB_POSS:sg|
1577,kar,ksih,POS:nomin|CASE:tran|POSS|PERS_POSS:3|NUMB_POSS:sg|
1578,kar,ksih,POS:nomin|CASE:tran|POSS|PERS_POSS:2|NUMB_POSS:sg|
1579,kar,kseh,POS:nomin|CASE:tran|POSS|PERS_POSS:3|NUMB_POSS:sg|
1580,kar,kseh,POS:nomin|CASE:tran|POSS|PERS_POSS:2|NUMB_POSS:sg|
1581,kar,ksh,POS:nomin|CASE:tran|POSS|PERS_POSS:3|NUMB_POSS:sg|
1582,kar,ksh,POS:nomin|CASE:tran|POSS|PERS_POSS:2|NUMB_POSS:sg|
1583,kar,nah,POS:nomin|CASE:ess|POSS|PERS_POSS:3|NUMB_POSS:sg|
1584,kar,nah,POS:nomin|CASE:ess|POSS|PERS_POSS:2|NUMB_POSS:sg|
1585,kar,näh,POS:nomin|CASE:ess|POSS|PERS_POSS:3|NUMB_POSS:sg|
1586,kar,näh,POS:nomin|CASE:ess|POSS|PERS_POSS:2|NUMB_POSS:sg|
1587,kar,ttah,POS:nomin|CASE:abes|POSS|PERS_POSS:3|NUMB_POSS:sg|
1588,kar,ttah,POS:nomin|CASE:abes|POSS|PERS_POSS:2|NUMB_POSS:sg|
1589,kar,ttäh,POS:nomin|CASE:abes|POSS|PERS_POSS:3|NUMB_POSS:sg|
1590,kar,ttäh,POS:nomin|CASE:abes|POSS|PERS_POSS:2|NUMB_POSS:sg|
1591,kar,nehh,POS:nomin|CASE:com|POSS|PERS_POSS:3|NUMB_POSS:sg|
1592,kar,nehh,POS:nomin|CASE:com|POSS|PERS_POSS:2|NUMB_POSS:sg|
1593,kar,mat,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:pres|PERS:2|NUMB:sg|
1594,kar,mat,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:past|PERS:2|NUMB:sg|
1595,kar,mai,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:past|
1596,kar,man,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:pres|PERS:1|NUMB:sg|
1597,kar,man,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:past|PERS:1|NUMB:sg|
1598,kar,matta,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:pres|PERS:2|NUMB:pl|
1599,kar,matta,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:past|PERS:2|NUMB:pl|
1600,kar,mattä,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:pres|PERS:2|NUMB:pl|
1601,kar,mattä,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:past|PERS:2|NUMB:pl|
1602,kar,mah,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:pres|PERS:3|NUMB:pl|
1603,kar,mau,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:pres|PERS:3|NUMB:sg|
1604,kar,may,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:pres|PERS:3|NUMB:sg|
1605,kar,mamma,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:pres|PERS:1|NUMB:pl|
1606,kar,mammä,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:pres|PERS:1|NUMB:pl|
1607,kar,mamä,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:past|PERS:1|NUMB:pl|
1608,kar,maja,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:past|PERS:2|NUMB:pl|
1609,kar,majä,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:past|PERS:2|NUMB:pl|
1610,kar,masi,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:past|
1611,kar,mät,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:pres|PERS:2|NUMB:sg|
1612,kar,mät,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:past|PERS:2|NUMB:sg|
1613,kar,mäi,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:past|
1614,kar,män,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:pres|PERS:1|NUMB:sg|
1615,kar,män,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:past|PERS:1|NUMB:sg|
1616,kar,mätta,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:pres|PERS:2|NUMB:pl|
1617,kar,mätta,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:past|PERS:2|NUMB:pl|
1618,kar,mättä,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:pres|PERS:2|NUMB:pl|
1619,kar,mättä,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:past|PERS:2|NUMB:pl|
1620,kar,mäh,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:pres|PERS:3|NUMB:pl|
1621,kar,mäu,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:pres|PERS:3|NUMB:sg|
1622,kar,mäy,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:pres|PERS:3|NUMB:sg|
1623,kar,mämma,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:pres|PERS:1|NUMB:pl|
1624,kar,mämmä,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:pres|PERS:1|NUMB:pl|
1625,kar,mäma,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:past|PERS:1|NUMB:pl|
1626,kar,mäja,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:past|PERS:2|NUMB:pl|
1627,kar,mäjä,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:past|PERS:2|NUMB:pl|
1628,kar,mäsi,POS:verb|TENSE:past|PERS:1|NUMB:pl|TENSE:past|
1629,kar,jat,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:pres|PERS:2|NUMB:sg|
1630,kar,jat,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:past|PERS:2|NUMB:sg|
1631,kar,jai,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:past|
1632,kar,jan,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:pres|PERS:1|NUMB:sg|
1633,kar,jan,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:past|PERS:1|NUMB:sg|
1634,kar,jatta,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:pres|PERS:2|NUMB:pl|
1635,kar,jatta,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:past|PERS:2|NUMB:pl|
1636,kar,jattä,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:pres|PERS:2|NUMB:pl|
1637,kar,jattä,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:past|PERS:2|NUMB:pl|
1638,kar,jah,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:pres|PERS:3|NUMB:pl|
1639,kar,jau,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:pres|PERS:3|NUMB:sg|
1640,kar,jay,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:pres|PERS:3|NUMB:sg|
1641,kar,jamma,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:pres|PERS:1|NUMB:pl|
1642,kar,jammä,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:pres|PERS:1|NUMB:pl|
1643,kar,jama,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:past|PERS:1|NUMB:pl|
1644,kar,jamä,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:past|PERS:1|NUMB:pl|
1645,kar,jajä,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:past|PERS:2|NUMB:pl|
1646,kar,jasi,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:past|
1647,kar,jät,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:pres|PERS:2|NUMB:sg|
1648,kar,jät,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:past|PERS:2|NUMB:sg|
1649,kar,jäi,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:past|
1650,kar,jän,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:pres|PERS:1|NUMB:sg|
1651,kar,jän,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:past|PERS:1|NUMB:sg|
1652,kar,jätta,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:pres|PERS:2|NUMB:pl|
1653,kar,jätta,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:past|PERS:2|NUMB:pl|
1654,kar,jättä,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:pres|PERS:2|NUMB:pl|
1655,kar,jättä,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:past|PERS:2|NUMB:pl|
1656,kar,jäh,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:pres|PERS:3|NUMB:pl|
1657,kar,jäu,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:pres|PERS:3|NUMB:sg|
1658,kar,jäy,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:pres|PERS:3|NUMB:sg|
1659,kar,jämma,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:pres|PERS:1|NUMB:pl|
1660,kar,jämmä,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:pres|PERS:1|NUMB:pl|
1661,kar,jäma,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:past|PERS:1|NUMB:pl|
1662,kar,jämä,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:past|PERS:1|NUMB:pl|
1663,kar,jäja,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:past|PERS:2|NUMB:pl|
1664,kar,jäsi,POS:verb|TENSE:past|PERS:2|NUMB:pl|TENSE:past|
1665,kar,sit,POS:verb|TENSE:past|TENSE:pres|PERS:2|NUMB:sg|
1666,kar,sit,POS:verb|TENSE:past|TENSE:past|PERS:2|NUMB:sg|
1667,kar,sii,POS:verb|TENSE:past|TENSE:past|
1668,kar,sin,POS:verb|TENSE:past|TENSE:pres|PERS:1|NUMB:sg|
1669,kar,sin,POS:verb|TENSE:past|TENSE:past|PERS:1|NUMB:sg|
1670,kar,sitta,POS:verb|TENSE:past|TENSE:pres|PERS:2|NUMB:pl|
1671,kar,sitta,POS:verb|TENSE:past|TENSE:past|PERS:2|NUMB:pl|
1672,kar,sittä,POS:verb|TENSE:past|TENSE:pres|PERS:2|NUMB:pl|
1673,kar,sittä,POS:verb|TENSE:past|TENSE:past|PERS:2|NUMB:pl|
1674,kar,sih,POS:verb|TENSE:past|TENSE:pres|PERS:3|NUMB:pl|
1675,kar,siu,POS:verb|TENSE:past|TENSE:pres|PERS:3|NUMB:sg|
1676,kar,siy,POS:verb|TENSE:past|TENSE:pres|PERS:3|NUMB:sg|
1677,kar,simma,POS:verb|TENSE:past|TENSE:pres|PERS:1|NUMB:pl|
1678,kar,simmä,POS:verb|TENSE:past|TENSE:pres|PERS:1|NUMB:pl|
1679,kar,sima,POS:verb|TENSE:past|TENSE:past|PERS:1|NUMB:pl|
1680,kar,simä,POS:verb|TENSE:past|TENSE:past|PERS:1|NUMB:pl|
1681,kar,sija,POS:verb|TENSE:past|TENSE:past|PERS:2|NUMB:pl|
1682,kar,sijä,POS:verb|TENSE:past|TENSE:past|PERS:2|NUMB:pl|
1683,ing,tn,POS:nomin|NUMB:pl|CASE:gen|
1684,ing,tn,POS:nomin|NUMB:pl|CASE:ess|
1685,ing,ta,POS:nomin|NUMB:pl|CASE:par|
1686,ing,tä,POS:nomin|NUMB:pl|CASE:par|
1687,ing,tta,POS:nomin|NUMB:pl|CASE:par|
1688,ing,ttä,POS:nomin|NUMB:pl|CASE:par|
1689,ing,tja,POS:nomin|NUMB:pl|CASE:par|
1690,ing,tjä,POS:nomin|NUMB:pl|CASE:par|
1691,ing,tha,POS:nomin|NUMB:pl|CASE:ill|
1692,ing,thä,POS:nomin|NUMB:pl|CASE:ill|
1693,ing,tho,POS:nomin|NUMB:pl|CASE:ill|
1694,ing,thö,POS:nomin|NUMB:pl|CASE:ill|
1695,ing,the,POS:nomin|NUMB:pl|CASE:ill|
1696,ing,thu,POS:nomin|NUMB:pl|CASE:ill|
1697,ing,thy,POS:nomin|NUMB:pl|CASE:ill|
1698,ing,tsee,POS:nomin|NUMB:pl|CASE:ill|
1699,ing,tsse,POS:nomin|NUMB:pl|CASE:ill|
1700,ing,ts,POS:nomin|NUMB:pl|CASE:ines|
1701,ing,tz,POS:nomin|NUMB:pl|CASE:ines|
1702,ing,tst,POS:nomin|NUMB:pl|CASE:elat|
1703,ing,tlle,POS:nomin|NUMB:pl|CASE:alla|
1704,ing,tl,POS:nomin|NUMB:pl|CASE:ades|
1705,ing,tlt,POS:nomin|NUMB:pl|CASE:abl|
1706,ing,tks,POS:nomin|NUMB:pl|CASE:tran|
1707,ing,it,POS:nomin|NUMB:pl|CASE:par|
1708,ing,it,POS:verb|TENSE:past|PERS:2|NUMB:sg|
1709,ing,in,POS:nomin|NUMB:pl|CASE:gen|
1710,ing,in,POS:nomin|NUMB:pl|CASE:ess|
1711,ing,in,POS:verb|TENSE:past|PERS:1|NUMB:sg|
1712,ing,ia,POS:nomin|NUMB:pl|CASE:par|
1713,ing,iä,POS:nomin|NUMB:pl|CASE:par|
1714,ing,ita,POS:nomin|NUMB:pl|CASE:par|
1715,ing,itä,POS:nomin|NUMB:pl|CASE:par|
1716,ing,ija,POS:nomin|NUMB:pl|CASE:par|
1717,ing,ijä,POS:nomin|NUMB:pl|CASE:par|
1718,ing,iha,POS:nomin|NUMB:pl|CASE:ill|
1719,ing,ihä,POS:nomin|NUMB:pl|CASE:ill|
1720,ing,iho,POS:nomin|NUMB:pl|CASE:ill|
1721,ing,ihö,POS:nomin|NUMB:pl|CASE:ill|
1722,ing,ihe,POS:nomin|NUMB:pl|CASE:ill|
1723,ing,ihu,POS:nomin|NUMB:pl|CASE:ill|
1724,ing,ihy,POS:nomin|NUMB:pl|CASE:ill|
1725,ing,isee,POS:nomin|NUMB:pl|CASE:ill|
1726,ing,isse,POS:nomin|NUMB:pl|CASE:ill|
1727,ing,is,POS:nomin|NUMB:pl|CASE:ines|
1728,ing,iz,POS:nomin|NUMB:pl|CASE:ines|
1729,ing,ist,POS:nomin|NUMB:pl|CASE:elat|
1730,ing,ille,POS:nomin|NUMB:pl|CASE:alla|
1731,ing,il,POS:nomin|NUMB:pl|CASE:ades|
1732,ing,ilt,POS:nomin|NUMB:pl|CASE:abl|
1733,ing,iks,POS:nomin|NUMB:pl|CASE:tran|
1734,ing,ip,POS:verb|TENSE:past|PERS:3|NUMB:sg|
1735,ing,iaa,POS:verb|TENSE:past|PERS:3|NUMB:sg|
1736,ing,iaa,POS:verb|TENSE:past|PERS:3|NUMB:pl|
1737,ing,iää,POS:verb|TENSE:past|PERS:3|NUMB:sg|
1738,ing,iää,POS:verb|TENSE:past|PERS:3|NUMB:pl|
1739,ing,iii,POS:verb|TENSE:past|PERS:3|NUMB:sg|
1740,ing,ioo,POS:verb|TENSE:past|PERS:3|NUMB:sg|
1741,ing,iöö,POS:verb|TENSE:past|PERS:3|NUMB:sg|
1742,ing,iuu,POS:verb|TENSE:past|PERS:3|NUMB:sg|
1743,ing,iyy,POS:verb|TENSE:past|PERS:3|NUMB:sg|
1744,ing,ioi,POS:verb|TENSE:past|PERS:3|NUMB:sg|
1745,ing,iöi,POS:verb|TENSE:past|PERS:3|NUMB:sg|
1746,ing,imma,POS:verb|TENSE:past|PERS:1|NUMB:pl|
1747,ing,immä,POS:verb|TENSE:past|PERS:1|NUMB:pl|
1748,ing,itta,POS:verb|TENSE:past|PERS:2|NUMB:pl|
1749,ing,ittä,POS:verb|TENSE:past|PERS:2|NUMB:pl|
1750,ing,itaa,POS:verb|TENSE:past|PERS:3|NUMB:pl|
1751,ing,itää,POS:verb|TENSE:past|PERS:3|NUMB:pl|
1752,ing,jt,POS:nomin|NUMB:pl|CASE:par|
1753,ing,jn,POS:nomin|NUMB:pl|CASE:gen|
1754,ing,jn,POS:nomin|NUMB:pl|CASE:ess|
1755,ing,ja,POS:nomin|NUMB:pl|CASE:par|
1756,ing,jä,POS:nomin|NUMB:pl|CASE:par|
1757,ing,jta,POS:nomin|NUMB:pl|CASE:par|
1758,ing,jtä,POS:nomin|NUMB:pl|CASE:par|
1759,ing,jja,POS:nomin|NUMB:pl|CASE:par|
1760,ing,jjä,POS:nomin|NUMB:pl|CASE:par|
1761,ing,jha,POS:nomin|NUMB:pl|CASE:ill|
1762,ing,jhä,POS:nomin|NUMB:pl|CASE:ill|
1763,ing,jho,POS:nomin|NUMB:pl|CASE:ill|
1764,ing,jhö,POS:nomin|NUMB:pl|CASE:ill|
1765,ing,jhe,POS:nomin|NUMB:pl|CASE:ill|
1766,ing,jhu,POS:nomin|NUMB:pl|CASE:ill|
1767,ing,jhy,POS:nomin|NUMB:pl|CASE:ill|
1768,ing,jsee,POS:nomin|NUMB:pl|CASE:ill|
1769,ing,jsse,POS:nomin|NUMB:pl|CASE:ill|
1770,ing,js,POS:nomin|NUMB:pl|CASE:ines|
1771,ing,jz,POS:nomin|NUMB:pl|CASE:ines|
1772,ing,jst,POS:nomin|NUMB:pl|CASE:elat|
1773,ing,jlle,POS:nomin|NUMB:pl|CASE:alla|
1774,ing,jl,POS:nomin|NUMB:pl|CASE:ades|
1775,ing,jlt,POS:nomin|NUMB:pl|CASE:abl|
1776,ing,jks,POS:nomin|NUMB:pl|CASE:tran|
1777,ing,loit,POS:nomin|NUMB:pl|CASE:par|
1778,ing,loin,POS:nomin|NUMB:pl|CASE:gen|
1779,ing,loin,POS:nomin|NUMB:pl|CASE:ess|
1780,ing,loia,POS:nomin|NUMB:pl|CASE:par|
1781,ing,loiä,POS:nomin|NUMB:pl|CASE:par|
1782,ing,loita,POS:nomin|NUMB:pl|CASE:par|
1783,ing,loitä,POS:nomin|NUMB:pl|CASE:par|
1784,ing,loija,POS:nomin|NUMB:pl|CASE:par|
1785,ing,loijä,POS:nomin|NUMB:pl|CASE:par|
